word,lemma,pos,freq
challenge,Challenge,Noun,1493
mekanizması,mekanizma,Noun,1493
yoksun,yoksun,Adj,1493
azerice,Azeri,Noun,1493
dilini,dil,Noun,1492
önemlisi,önem,Noun,1492
dicle,Dicle,Noun,1492
köklü,kök,Adj,1492
liyakat,Liyâkat,Noun,1492
kaç,kaç,Adj,1491
ardı,art,Noun,1491
angola,Angola,Noun,1491
where,Where,Noun,1491
sözcükler,sözcük,Noun,1490
five,Five,Noun,1490
helikopter,helikopter,Noun,1490
koltuk,koltuk,Noun,1489
kanserinden,kanser,Noun,1489
madencilik,maden,Noun,1489
alain,Alai,Noun,1489
muharrem,muharrem,Noun,1489
vakit,Vakit,Noun,1488
belgeleri,Belge,Noun,1488
unix,Unix,Noun,1488
ömrü,ömür,Noun,1488
dog,Dog,Noun,1488
yenilgi,yenilgi,Noun,1487
tarzda,tarz,Noun,1487
çapta,çap,Noun,1487
başlarlar,başlamak,Verb,1487
kamerun,Kamerun,Noun,1487
yazılımlar,yazılım,Noun,1486
anlama,anlamak,Verb,1486
uyarı,Uyar,Noun,1486
ladin,ladin,Noun,1486
putin,Putin,Noun,1485
organları,organ,Noun,1485
yoksul,yoksul,Adj,1484
gay,Gay,Noun,1484
ayları,Ay,Noun,1484
pablo,Pablo,Noun,1484
senegal,Senegal,Noun,1484
tyler,Ty,Noun,1484
format,format,Noun,1483
saatte,saat,Noun,1483
hamur,hamur,Adj,1483
michelle,Michel,Noun,1483
evlilikten,evlilik,Noun,1482
gelişti,gelişmek,Verb,1482
hikayesi,hikâye,Noun,1482
yıldızları,yıldız,Noun,1482
wagner,Wagner,Noun,1482
geçtikten,geçmek,Noun,1481
gereğince,gereğince,Adv,1481
alanların,alan,Noun,1481
azami,azami,Adj,1481
ortadoğu,Ortadoğu,Noun,1481
temsilci,temsilci,Noun,1481
milyonlarca,milyonlarca,Adj,1480
atıf,atıf,Noun,1480
stand,stand,Noun,1480
pazarı,pazar,Noun,1480
ayakkabı,ayakkabı,Noun,1480
şüpheli,şüphe,Adj,1479
adrian,Adria,Noun,1479
hills,Hills,Noun,1479
tanrılar,tanrı,Noun,1478
yarışmasına,yarışmak,Noun,1478
cüneyt,Cüneyt,Noun,1477
bilmektedir,bilmek,Verb,1477
sahasında,Saha,Noun,1476
insani,insanî,Adj,1476
fiziği,fizik,Noun,1476
atp,Atp,Noun,1476
saniyede,Saniye,Noun,1476
harici,haricî,Adj,1476
oturan,oturmak,Adj,1475
sosyalizm,sosyalizm,Noun,1475
zamandır,zaman,Verb,1475
kullanırlar,kul,Verb,1475
louisiana,Louisiana,Noun,1475
deneyimi,deney,Noun,1475
aids,Aids,Noun,1475
vatandaşlığına,vatandaş,Noun,1475
işlerini,iş,Noun,1474
keith,Keith,Noun,1474
geliştirdiği,geliştirmek,Adj,1473
vücudun,vücut,Noun,1473
sciences,Sciences,Noun,1473
arkaya,arka,Noun,1472
mahallesinde,mahalle,Noun,1472
suları,su,Noun,1472
dosyası,dosya,Noun,1471
görünüm,görünüm,Noun,1470
esnada,esna,Noun,1470
etkiye,etkimek,Verb,1470
enfekte,enfekte,Noun,1470
cezaevi,cezaevi,Noun,1470
solomon,Solomon,Noun,1470
clara,Clara,Noun,1470
evil,Evil,Noun,1470
mvp,Mvp,Noun,1470
elçisi,elçi,Noun,1469
sayım,say,Noun,1469
eğitime,eğitim,Noun,1469
indirme,indirmek,Verb,1468
enerjinin,enerji,Noun,1468
kasımpaşa,Kasımpaşa,Noun,1468
blog,blog,Noun,1468
ereğli,Ereğli,Noun,1468
birliğinin,birlik,Noun,1467
tabanı,taba,Noun,1467
esinlenerek,esinlemek,Adv,1467
tedavisinde,tedavi,Noun,1467
çam,çam,Noun,1467
run,run,Noun,1467
voice,Voice,Noun,1466
glenn,Glenn,Noun,1466
değiştirmek,değişmek,Noun,1465
kağıt,kâğıt,Adj,1465
denver,Denver,Noun,1465
çalışmada,çalışmak,Noun,1464
geceleri,geceleri,Adv,1464
tünel,tünel,Noun,1464
başrolde,başrol,Noun,1464
geçirilen,geçiri,Verb,1463
çözümü,çöz,Noun,1463
kompozisyon,kompozisyon,Noun,1463
kaydetmiştir,kaydetmek,Verb,1463
cahit,Cahit,Noun,1463
moğollar,Moğol,Noun,1462
yürüten,yürütmek,Adj,1462
yanlışlıkla,yanlışlıkla,Adv,1462
dul,dul,Adj,1461
tarihteki,tarih,Adj,1461
coca,Co,Noun,1461
arp,arp,Noun,1461
yayınlanma,yayınlamak,Verb,1461
saldırıyı,saldırı,Noun,1460
mülkiyet,mülkiyet,Noun,1460
aşı,aşı,Adj,1460
işlemler,işlem,Noun,1460
parklar,park,Noun,1460
wan,Wan,Noun,1460
ordular,Ordu,Noun,1460
infaz,infaz,Noun,1459
altından,alt,Noun,1459
dönemden,Döne,Noun,1458
ülkü,ülkü,Noun,1458
eylemi,eylem,Noun,1458
olimpik,olimpik,Adj,1458
sütun,sütun,Noun,1458
march,March,Noun,1458
gizem,Gizem,Noun,1458
jamie,Jamie,Noun,1458
kızıdır,kız,Verb,1458
planda,plan,Noun,1457
usulü,usul,Noun,1457
cinsinden,cins,Noun,1457
ural,Ural,Noun,1457
toplar,top,Noun,1456
musul,Musul,Noun,1456
article,Article,Noun,1455
evlidir,evli,Verb,1455
istanbul,İstanbul,Noun,1455
çar,çar,Noun,1454
kanuni,kanunî,Noun,1454
geliştirmeye,geliştirmek,Verb,1454
vaftiz,vaftiz,Noun,1454
düşüş,düşmek,Noun,1454
hanede,hane,Noun,1454
kalmaya,kalmak,Verb,1453
yaşamına,yaşam,Noun,1453
venüs,Venüs,Noun,1453
lezbiyen,lezbiyen,Adj,1453
çalgılar,çalgı,Noun,1453
asil,asil,Adj,1452
başlarda,baş,Noun,1452
mimarlar,mimar,Noun,1452
cadı,cadı,Noun,1452
tekler,teklemek,Verb,1452
spesifik,spesifik,Adj,1451
yetenekleri,yetenek,Noun,1451
sokağı,sokak,Noun,1451
gilbert,Gilbert,Noun,1450
sporting,Sporting,Noun,1450
deplasmanda,deplasman,Noun,1449
dal,dal,Adj,1449
sade,sade,Adv,1449
gelibolu,Gelibolu,Noun,1449
anlar,an,Noun,1448
soğutma,soğutmak,Verb,1448
sergiler,sergilemek,Verb,1448
honneur,Honneur,Noun,1448
gazeteleri,gazete,Noun,1448
order,Order,Noun,1448
haldun,Haldun,Noun,1447
protokol,protokol,Noun,1447
laz,Laz,Noun,1447
terimdir,ter,Verb,1447
yolculuğu,yolcu,Noun,1447
ötesi,öte,Noun,1447
bergama,Bergama,Noun,1447
ödüle,ödül,Noun,1447
aralarındaki,ara,Adj,1446
vatikan,Vatikan,Noun,1446
senin,Se,Noun,1444
işini,iş,Noun,1444
arkadaşlarının,arkadaş,Noun,1444
makalesi,makale,Noun,1444
eklenir,ek,Verb,1444
werner,Werner,Noun,1444
renkte,renk,Noun,1444
yazarlık,yazar,Noun,1444
geldiler,gelmek,Verb,1443
artışı,artmak,Noun,1443
vergisi,Vergi,Noun,1443
asistan,asistan,Noun,1443
eugene,Eugen,Noun,1442
rolleri,rol,Noun,1441
kulübüdür,kulüp,Verb,1441
yerçekimi,yerçekimi,Noun,1441
yasaklandı,yasak,Verb,1441
avukatlık,avukat,Noun,1441
away,Away,Noun,1441
ekonomist,ekonomist,Noun,1440
sezer,sezmek,Verb,1440
barındırır,barınmak,Verb,1440
films,Films,Noun,1440
fiat,Fiat,Noun,1439
kaybettiği,kaybetmek,Adj,1438
sosyolog,sosyolog,Noun,1438
oynama,oynamak,Verb,1438
kontluğu,kont,Noun,1438
sedan,Seda,Noun,1438
ine,inmek,Verb,1437
ortada,orta,Noun,1437
jules,Jules,Noun,1437
grönland,Grönland,Noun,1437
adanmış,adamak,Adj,1436
alındığı,alınmak,Adj,1436
par,par,Noun,1436
vancouver,Vancouver,Noun,1436
budizm,Budizm,Noun,1435
kıbrıslı,Kıbrıs,Adj,1435
çeşitlilik,çeşitli,Noun,1434
renkler,renklemek,Verb,1434
yönünden,yön,Noun,1434
mind,Mind,Noun,1434
madagaskar,Madagaskar,Noun,1434
hükümdarlığı,hükümdar,Noun,1433
doğaüstü,doğaüstü,Adj,1433
biber,biber,Noun,1433
dönüşmüştür,dönüşmek,Verb,1433
halkına,halk,Noun,1432
daily,Daily,Noun,1432
transferi,transfer,Noun,1432
düşüktür,düşük,Verb,1432
tamir,tamir,Noun,1432
kid,Kid,Noun,1432
yamaç,yamaç,Noun,1432
kyoto,Kyoto,Noun,1432
eklenen,ek,Adj,1431
değişti,değişmek,Verb,1431
kategorisi,kategori,Noun,1431
tazminat,tazminat,Noun,1431
siyasete,Siyaset,Noun,1430
necati,Necati,Noun,1430
anlatıyor,anlatmak,Verb,1430
know,Know,Noun,1430
kerem,kere,Noun,1430
odtü,Odtü,Noun,1430
görüşlerini,görüş,Noun,1429
sözleşmesini,sözleşme,Noun,1429
yöneldi,yönelmek,Verb,1428
dallarında,dal,Noun,1428
turkish,Turkish,Noun,1428
kimyager,kimyager,Noun,1428
nature,Nature,Noun,1428
çatışmada,çatışmak,Noun,1428
listeye,liste,Noun,1428
yaklaşan,yaklaşmak,Adj,1427
louise,Louis,Noun,1427
düşüncesi,düşünce,Noun,1427
ibadet,ibadet,Noun,1427
bıraktığı,bırakmak,Adj,1427
çaldı,çalmak,Verb,1427
kids,Kids,Noun,1427
bel,bel,Noun,1426
soykırım,soykırım,Noun,1426
tkp,Tkp,Noun,1426
toplumda,toplum,Noun,1426
somut,somut,Adj,1426
çevrilidir,çevri,Verb,1426
bırakıp,bırakmak,Adv,1425
yakınındaki,yakın,Adj,1425
unvan,unvan,Noun,1425
konumunu,konum,Noun,1425
birleşmesi,birleşmek,Noun,1425
beautiful,Beautiful,Noun,1425
kalmak,kalmak,Noun,1424
takdir,Takdir,Noun,1424
gömülü,gömülü,Adj,1424
necdet,Necdet,Noun,1424
ball,Ball,Noun,1424
unsurları,Unsur,Noun,1424
sitler,sit,Noun,1424
lens,lens,Noun,1424
burnu,Burn,Noun,1423
disiplin,disiplin,Noun,1423
gelince,gelin,Noun,1423
tüzel,tüzel,Adj,1423
önder,önder,Noun,1423
duyarlı,duyarlı,Adj,1422
endeksi,endeks,Noun,1422
kaydedilmiş,kaydetmek,Adj,1422
askıya,askı,Noun,1422
taban,taban,Adv,1421
toplandı,top,Verb,1421
gösteriler,gösteri,Noun,1421
şimşek,Şimşek,Noun,1421
modelinin,model,Noun,1421
hannover,Hannover,Noun,1421
ilişkiye,ilişki,Noun,1420
verilerin,veri,Noun,1420
temelleri,temel,Noun,1420
ikiz,ikiz,Adj,1420
derviş,derviş,Noun,1420
çalma,çalma,Adj,1420
joel,Joel,Noun,1420
tamamlanmıştır,tamam,Verb,1419
dönemindeki,dönem,Adj,1419
kazasının,Kaza,Noun,1419
jamaika,Jamaika,Noun,1419
kings,Kings,Noun,1419
toyota,Toyota,Noun,1418
üzerindedir,Üzer,Verb,1418
sakin,sakin,Adj,1418
edwards,Edwards,Noun,1418
aksoy,Aksoy,Noun,1418
kentine,kent,Noun,1417
viktor,Viktor,Noun,1417
öldüğünü,ölmek,Noun,1417
aya,aymak,Verb,1417
stop,stop,Noun,1417
saraybosna,Saraybosna,Noun,1417
eminem,Emine,Noun,1417
yatan,yatmak,Adj,1416
birbirlerini,birbiri,Pron,1416
seride,Seri,Noun,1416
müller,Müller,Noun,1416
ileride,ileri,Noun,1415
main,maî,Noun,1415
rejim,reji,Noun,1415
nevada,neva,Noun,1415
korsan,korsan,Adj,1415
gerçeği,gerçek,Noun,1414
düşünülür,düşünmek,Verb,1414
esnek,esnek,Adj,1414
sektörü,sektör,Noun,1414
dönüşümü,dönüşüm,Noun,1414
yetki,yetki,Noun,1414
stili,stil,Noun,1414
somerset,Somerset,Noun,1414
dedesi,dede,Noun,1413
koymuştur,koymak,Verb,1413
belirtildi,belirtmek,Verb,1412
şeridi,şerit,Noun,1412
eserinin,eser,Noun,1412
fazıl,fazıl,Adj,1411
kiraz,kiraz,Noun,1411
bisikleti,bisiklet,Noun,1411
avni,Avni,Noun,1411
istemiştir,istemek,Verb,1410
istiyordu,istemek,Verb,1410
württemberg,Württemberg,Noun,1410
ormanı,orman,Noun,1410
julie,Julie,Noun,1410
imparatorluğun,imparator,Noun,1409
konumda,konu,Noun,1409
abu,abu,Interj,1409
mehdi,Mehdi,Noun,1409
topluluklar,topluluk,Noun,1408
colin,Colin,Noun,1408
soluk,soluk,Adj,1408
rocky,Rocky,Noun,1408
fikirleri,fikir,Noun,1407
kaynakların,Kaynak,Noun,1407
tutarlı,tutar,Adj,1407
tipleri,tip,Noun,1407
bombası,bomba,Noun,1407
haluk,haluk,Adj,1407
filmiyle,film,Noun,1407
basel,Basel,Noun,1407
oynuyor,oynamak,Verb,1407
turları,tur,Noun,1407
çekilmesi,çekilmek,Noun,1406
sakinleri,Sakin,Noun,1406
sevilen,sevmek,Adj,1406
eşinin,eşinmek,Verb,1406
golleri,gol,Noun,1406
girmeyi,girmek,Noun,1405
ferdi,ferdî,Adj,1405
okan,Okan,Noun,1405
aralığında,aralık,Noun,1405
kırgız,Kırgız,Noun,1404
sinin,sinmek,Verb,1404
yavru,yavru,Noun,1404
imalat,imalât,Noun,1404
tersi,ters,Noun,1404
yarışmaları,yarışmak,Noun,1404
kenneth,Kenneth,Noun,1404
delik,delik,Adj,1404
lanka,Lanka,Noun,1404
reddedildi,reddetmek,Verb,1403
bitkilerin,bitki,Noun,1403
okyanusya,Okyanusya,Noun,1403
yapımına,yapım,Noun,1403
olmadığından,olmak,Noun,1403
development,Development,Noun,1403
kullanımının,kullanım,Noun,1402
sürecinin,süreç,Noun,1402
kader,Kader,Noun,1402
rekorları,rekor,Noun,1402
görüşmeler,görüşme,Noun,1402
kazanma,kazanmak,Verb,1401
taliban,Taliban,Noun,1401
çiçekler,çiçeklemek,Verb,1401
mozart,Mozart,Noun,1401
hilmi,Hilmi,Noun,1400
eleştirdi,eleştirmek,Verb,1400
auto,Auto,Noun,1400
köşesinde,köşe,Noun,1400
neolitik,neolitik,Adj,1400
prensesi,prenses,Noun,1400
seine,Sein,Noun,1400
russian,Russia,Noun,1400
çakır,çakır,Adj,1399
katılması,katılmak,Noun,1399
belirtmek,belirtmek,Noun,1398
reference,Reference,Noun,1398
geçerken,geçer,Adv,1397
ulu,ulu,Adj,1397
ilahi,İlahî,Interj,1397
amaçları,amaç,Noun,1397
sürümleri,sürüm,Noun,1397
jimnastik,jimnastik,Noun,1397
dalda,dal,Noun,1397
görüntüsü,görüntü,Noun,1397
çalışmaların,çalışmak,Noun,1397
satışı,satış,Noun,1397
ilişkilerin,ilişki,Noun,1397
butler,Butler,Noun,1397
kendiliğinden,kendiliğinden,Adv,1396
evinin,ev,Noun,1396
öğretmenler,öğretmen,Noun,1396
çağırdı,çağırmak,Verb,1396
uyarlama,uyarlamak,Verb,1396
electric,Electric,Noun,1396
kalmayı,kalmak,Noun,1396
öldüren,ölmek,Adj,1395
kalesini,Kale,Noun,1395
bonus,Bonus,Noun,1395
bordeaux,Bordeaux,Noun,1395
wimbledon,Wimbledon,Noun,1395
mountain,Mountain,Noun,1395
yang,Yang,Noun,1394
evliliğinden,evlilik,Noun,1394
evlat,evlât,Noun,1394
bileşenleri,bileşen,Noun,1393
yönündeki,yön,Adj,1393
bağlanan,bağlamak,Adj,1393
yaşıyor,yaşamak,Verb,1393
demet,demet,Noun,1393
uzayda,Uzay,Noun,1393
serisidir,Seri,Verb,1393
felix,Felix,Noun,1392
formülü,formül,Noun,1392
homo,homo,Noun,1392
şehirden,şehir,Noun,1392
tavuk,tavuk,Noun,1392
ekstra,ekstra,Adj,1392
çaykur,Çaykur,Noun,1392
wu,Wu,Noun,1392
çözmek,çözmek,Noun,1391
kaçak,kaçak,Adj,1391
satarak,satmak,Adv,1391
viral,viral,Adj,1391
etmez,etmek,Verb,1390
başarıya,başarı,Noun,1390
tarama,taramak,Verb,1390
gelirler,gelir,Noun,1390
alıntı,alıntı,Noun,1390
yapmakta,yapmak,Verb,1390
yalova,Yalova,Noun,1390
yaylı,Yay,Adj,1390
bağırsak,bağırmak,Verb,1389
sever,sever,Adj,1389
kiloda,kilo,Noun,1389
silindir,silindir,Noun,1388
jefferson,Jefferson,Noun,1388
happy,Happy,Noun,1388
celtics,Celtics,Noun,1388
bisikletçi,bisiklet,Noun,1388
styles,Styles,Noun,1388
açıklayan,açıklamak,Adj,1387
düşünen,düşünmek,Adj,1387
rafael,Rafael,Noun,1387
durumdan,durum,Noun,1386
evet,evet,Interj,1386
ünlüdür,ün,Verb,1386
telekom,Telekom,Noun,1386
bahsedilen,bahsetmek,Adj,1386
kardeşidir,kardeş,Verb,1386
warriors,Warriors,Noun,1386
çarpışma,çarpışmak,Verb,1385
basılmıştır,basmak,Verb,1385
gerçekleştiren,gerçek,Adj,1385
arkasındaki,arka,Adj,1385
danışman,danışman,Noun,1385
düşmüş,düşmek,Adj,1384
ercan,Ercan,Noun,1384
başındaki,baş,Adj,1383
müziğinin,müzik,Noun,1383
production,Production,Noun,1383
damar,damar,Noun,1383
inanılır,inanmak,Verb,1383
bella,Bella,Noun,1383
filmlerinin,film,Noun,1383
bass,Bass,Noun,1383
varisi,varis,Noun,1382
batum,Batu,Noun,1382
gama,gam,Noun,1382
kademe,kadem,Noun,1382
bırakmak,bırakmak,Noun,1382
kelimeler,kelime,Noun,1382
belirtmektedir,belirtmek,Verb,1382
tabaka,Tabak,Noun,1382
girmek,girmek,Noun,1381
tanıştığı,tanışmak,Adj,1381
mete,Mete,Noun,1381
harvey,Harvey,Noun,1381
demo,demo,Noun,1381
bitkisel,bitkisel,Adj,1380
bölgelerin,bölge,Noun,1380
öğrenimi,öğrenim,Noun,1379
bilgin,bilgi,Noun,1379
tanır,tanımak,Verb,1379
düzenlemesi,düzenlemek,Noun,1379
reformu,reform,Noun,1379
nepal,Nepal,Noun,1379
sefere,sefer,Noun,1378
atılmıştır,atılmak,Verb,1378
alet,alet,Noun,1378
carolina,Carolina,Noun,1378
epik,epik,Adj,1377
sesler,seslemek,Verb,1377
görevlerde,görev,Noun,1377
okur,okumak,Verb,1377
kubbe,kubbe,Noun,1377
perküsyon,perküsyon,Noun,1377
uruguaylı,Uruguay,Adj,1377
otomobilleri,otomobil,Noun,1376
devreye,devre,Noun,1376
craig,Craig,Noun,1376
led,Led,Noun,1376
seçmeleri,seçmek,Noun,1376
true,True,Noun,1376
artmıştır,artmak,Verb,1375
yerleşmiştir,yerleşmek,Verb,1375
bölümüdür,bölüm,Verb,1375
minsk,Minsk,Noun,1375
birleştiren,birleşmek,Adj,1374
geçirmiş,geçirmek,Adj,1374
birliğin,birlik,Noun,1374
uzmanlık,uzman,Noun,1374
özelliğine,özellik,Noun,1374
teorisinin,teori,Noun,1374
eşitliği,eşit,Noun,1374
konumunda,konum,Noun,1374
aaron,Aaron,Noun,1374
alanya,Alanya,Noun,1374
ritim,ritim,Noun,1374
lisansını,lisans,Noun,1374
köpeği,köpek,Noun,1373
cephesinde,cephe,Noun,1373
endemik,endemik,Adj,1373
etmekle,etmek,Noun,1373
herkese,herkes,Pron,1372
okuyan,okumak,Adj,1372
komünistler,komünist,Noun,1372
yönden,yön,Noun,1372
ilin,ilmek,Verb,1372
amino,amino,Noun,1371
gruplarının,grup,Noun,1371
istatistiksel,istatistik,Adj,1371
arkasından,arka,Noun,1371
anılmaktadır,anmak,Verb,1371
konsept,konsept,Noun,1370
yasemin,yasemin,Adj,1370
oyunculuğa,oyun,Noun,1370
küçüktür,küçük,Verb,1369
sırası,sıra,Noun,1369
armstrong,Armstrong,Noun,1369
rika,rika,Noun,1369
taşkent,Taşkent,Noun,1368
araştırmaya,araştırmak,Verb,1368
içindedir,iç,Verb,1368
içecek,içmek,Adj,1367
gözü,göz,Noun,1367
sistemlerinde,sistem,Noun,1367
günlerinde,gün,Noun,1367
evrimi,evrim,Noun,1367
egemenliğine,egemen,Noun,1367
kazılar,kazı,Noun,1367
çekişli,çekiş,Adj,1367
dünyaca,dünya,Noun,1367
kompleks,kompleks,Adj,1366
zincirlikuyu,Zincirlikuyu,Noun,1366
sırayla,sıra,Noun,1366
kararla,kararlamak,Verb,1366
erişimi,erişim,Noun,1366
ekibin,ekip,Noun,1366
basketball,Basketball,Noun,1366
seçeneği,seçenek,Noun,1365
fare,fare,Noun,1365
yetmezliği,yetmek,Noun,1365
simpson,Simpson,Noun,1365
hero,Hero,Noun,1365
ülkesini,ülke,Noun,1364
suçu,suç,Noun,1364
tutuklu,tutuklu,Adj,1364
yargıç,yargıç,Noun,1364
doğrulama,doğrulmak,Verb,1364
ünün,ün,Noun,1364
sim,sim,Adj,1363
değişmektedir,değişmek,Verb,1362
başak,başak,Noun,1362
yara,yarmak,Verb,1362
gitaristi,gitarist,Noun,1362
uzunluğundaki,uzunluk,Adj,1361
altan,Altan,Noun,1361
komik,komik,Adj,1361
oluşturulması,oluşmak,Noun,1360
baltimore,Baltimore,Noun,1360
havalimanları,havaliman,Noun,1360
volga,Volga,Noun,1360
içerdiği,içermek,Adj,1359
karayipler,Karayip,Noun,1359
uğramış,uğramak,Adj,1359
mert,mert,Adj,1359
plazma,plazma,Noun,1359
emily,Emily,Noun,1359
isminde,isim,Noun,1358
asgari,asgari,Adj,1358
dönemdeki,Döne,Adj,1358
içeriyor,içermek,Verb,1358
unda,un,Noun,1357
tanıyan,tanımak,Adj,1357
kullandıkları,kullanmak,Adj,1357
uğrayan,uğramak,Adj,1357
rodos,Rodos,Noun,1357
hastaların,hasta,Noun,1357
doğanlar,doğan,Noun,1357
water,Water,Noun,1357
seyir,seyir,Noun,1356
emekliye,emekli,Noun,1356
dönmesi,dönme,Noun,1356
yeniçeri,yeniçeri,Noun,1356
case,Case,Noun,1356
vestfalya,Vestfalya,Noun,1356
karşıt,karşıt,Adj,1355
yarıda,yarı,Noun,1355
kozmik,kozmik,Adj,1355
çıktıktan,çıkmak,Noun,1355
toplantısı,toplantı,Noun,1354
periyodik,periyodik,Adj,1354
ersoy,Ersoy,Noun,1354
kazandıkları,kazanmak,Adj,1354
boz,boz,Adj,1354
karşılaştırıldığında,karşılaştırmak,Noun,1353
bilgiyi,bilgi,Noun,1353
bristol,Bristol,Noun,1353
monica,Monica,Noun,1353
next,Next,Noun,1353
stories,Stories,Noun,1353
isimlerle,isim,Noun,1352
gelmesiyle,gelmek,Noun,1351
kil,kil,Noun,1351
göstermiş,göstermek,Adj,1351
kökenleri,köken,Noun,1351
culture,Culture,Noun,1351
efsanesi,Efsane,Noun,1350
kuvvetlerin,Kuvvet,Noun,1350
denklemi,denklem,Noun,1350
özen,özenmek,Verb,1350
taşımacılık,taşımak,Noun,1350
through,Through,Noun,1349
yapıda,yapı,Noun,1349
kaide,Kai,Noun,1349
yerleşmiş,yerleşmek,Adj,1348
türden,tür,Noun,1348
kimliğini,kimlik,Noun,1348
julian,Julia,Noun,1348
yapmıştı,yapmak,Verb,1348
çukur,çukur,Noun,1348
tutuldu,tutulmak,Verb,1347
solid,Solid,Noun,1347
denizaşırı,denizaşırı,Adj,1347
lorenzo,Lorenzo,Noun,1347
animation,Animation,Noun,1347
imzalı,imza,Adj,1346
sulu,sulu,Adj,1346
kavramları,kavram,Noun,1346
meclise,Meclis,Noun,1346
kül,kül,Noun,1346
yoldan,yol,Noun,1345
gelişimini,gelişim,Noun,1345
revolution,Revolution,Noun,1345
hanedanlığı,hanedan,Noun,1345
kerim,kerim,Adj,1345
geçim,geçim,Noun,1344
figür,figür,Noun,1344
sunmuştur,sunmak,Verb,1344
çoğunluğunu,çoğunluk,Noun,1344
eyüp,Eyüp,Noun,1344
faktör,faktör,Noun,1344
marcel,Marcel,Noun,1344
nolu,No,Adj,1344
bayer,Bayer,Noun,1344
nasreddin,Nasreddin,Noun,1344
almaktaydı,almak,Verb,1343
görmeye,görmek,Verb,1343
alandaki,ala,Adj,1343
santrali,santral,Noun,1343
bmw,Bmw,Noun,1343
vokalist,vokalist,Noun,1343
square,Square,Noun,1342
addır,ad,Verb,1342
almasını,almak,Noun,1342
mesafede,mesafe,Noun,1342
sorumlusu,sorum,Noun,1342
saldırının,saldırı,Noun,1341
ailede,aile,Noun,1341
komutanları,komutan,Noun,1341
kaymakamlığı,kaymakam,Noun,1341
hastalıktan,hastalık,Noun,1340
oyuncak,oyuncak,Noun,1340
zamanının,zaman,Noun,1340
lozan,Lozan,Noun,1340
winter,Winter,Noun,1340
televizyonu,televizyon,Noun,1340
dosyaları,dosya,Noun,1339
planck,Planck,Noun,1339
sahibinin,sahip,Noun,1339
oranına,oran,Noun,1339
parçasını,parça,Noun,1338
deutsche,Deutsche,Noun,1338
soğan,soğan,Noun,1338
izleyici,izlemek,Adj,1338
xx,Xx,Noun,1338
ilerledi,ilerlemek,Verb,1337
seviyesine,seviye,Noun,1337
başlangıcında,başlangıç,Noun,1337
suat,Suat,Noun,1337
harap,harap,Adj,1337
yerdir,yemek,Verb,1337
randy,Randy,Noun,1337
kaçmaya,kaçmak,Verb,1336
eşdeğer,eşdeğer,Adj,1336
sayfasında,sayfa,Noun,1336
özür,Özür,Noun,1336
göründü,görünmek,Verb,1336
suçları,suç,Noun,1336
tanksavar,tanksavar,Noun,1336
wanderers,Wanderers,Noun,1336
sürpriz,sürpriz,Noun,1335
sr,Sr,Noun,1335
ağları,ağ,Noun,1335
ahlak,ahlak,Noun,1335
canavar,canavar,Adj,1335
field,Field,Noun,1335
montana,Montana,Noun,1335
ekibinin,ekip,Noun,1334
zincir,zincir,Noun,1334
harper,Harper,Noun,1334
wii,Wii,Noun,1334
potasyum,potasyum,Noun,1333
sabancı,saban,Noun,1333
fritz,Fritz,Noun,1333
mühimmat,mühimmat,Noun,1333
kaldırmak,kaldırmak,Noun,1332
çocuklarının,çocuk,Noun,1332
hatalı,hata,Adj,1332
alanlarının,alan,Noun,1332
veba,veba,Noun,1332
tuzlu,tuz,Adj,1332
şirketine,şirket,Noun,1332
köprünün,köprü,Noun,1332
taşınan,taşınmak,Adj,1332
yönetmenliği,yönetmen,Noun,1332
cinema,Cinema,Noun,1332
belgesi,Belge,Noun,1332
dönemini,dönem,Noun,1331
atmosfer,atmosfer,Noun,1331
sanatının,sanat,Noun,1331
bozkurt,Bozkurt,Noun,1331
station,Station,Noun,1331
öldürülür,ölmek,Verb,1331
sung,Sung,Noun,1330
cesaret,cesaret,Noun,1330
kaybetmiş,kaybetmek,Adj,1330
kayalık,kaya,Noun,1330
bahreyn,Bahreyn,Noun,1330
won,Won,Noun,1330
original,Original,Noun,1329
emiri,emir,Noun,1329
mercury,Mercury,Noun,1329
kalkış,kalkışmak,Verb,1329
ettiğinde,etmek,Noun,1328
cemaat,cemaat,Noun,1328
yaprakları,Yaprak,Noun,1328
lazio,Lazio,Noun,1328
nesnelerin,nesne,Noun,1327
caroline,Carolin,Noun,1327
tarkan,Tarkan,Noun,1327
june,June,Noun,1327
tottenham,Tottenham,Noun,1327
hizmetine,hizmet,Noun,1326
tüccar,tüccar,Noun,1326
edenler,E,Verb,1325
sınıfının,sınıf,Noun,1325
ge,ge,Noun,1325
problemleri,problem,Noun,1325
dergilerde,dergi,Noun,1325
yabani,yabanî,Noun,1324
liderliği,lider,Noun,1324
hamza,Hamza,Noun,1324
class,Class,Noun,1323
schmidt,Schmidt,Noun,1323
kararları,karar,Noun,1323
rehberi,rehber,Noun,1323
olivier,Olivier,Noun,1323
öldüğünde,ölmek,Noun,1322
saldırısına,saldırı,Noun,1322
adalı,Adal,Noun,1322
gitaristler,gitarist,Noun,1322
yahudilik,Yahudi,Noun,1322
pavlus,Pavlus,Noun,1322
beraberinde,beraberinde,Adv,1321
muazzam,muazzam,Adj,1321
kültüründe,kültür,Noun,1321
karate,karate,Noun,1321
